#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2023-05-22 00:00:00+00:00 2023-05-23 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,relh,drct,sped,mslp,p01m,vsby,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3
FBL,2023-05-22 11:15,-93.3108,44.3247,53.60,76.50,120.00,3.45,M,0.00,10.00,SCT,M,M,9500.00,M,M
FBL,2023-05-22 11:35,-93.3108,44.3247,53.60,76.50,0.00,0.00,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 11:55,-93.3108,44.3247,57.20,67.12,0.00,0.00,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 12:15,-93.3108,44.3247,57.20,71.83,0.00,0.00,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 12:35,-93.3108,44.3247,57.20,71.83,170.00,3.45,M,0.00,10.00,SCT,M,M,9500.00,M,M
FBL,2023-05-22 12:55,-93.3108,44.3247,60.80,63.15,170.00,3.45,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 13:15,-93.3108,44.3247,62.60,59.26,180.00,3.45,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 13:35,-93.3108,44.3247,64.40,63.60,170.00,4.60,M,0.00,7.00,CLR,M,M,M,M,M
FBL,2023-05-22 13:55,-93.3108,44.3247,64.40,63.60,180.00,5.75,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 14:15,-93.3108,44.3247,68.00,56.13,160.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 14:35,-93.3108,44.3247,69.80,52.77,180.00,3.45,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 14:55,-93.3108,44.3247,71.60,49.64,170.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 15:15,-93.3108,44.3247,73.40,43.69,200.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 15:35,-93.3108,44.3247,73.40,43.69,170.00,8.05,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 15:55,-93.3108,44.3247,75.20,41.14,190.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 16:15,-93.3108,44.3247,75.20,38.46,200.00,8.05,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 16:35,-93.3108,44.3247,75.20,35.94,200.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 16:55,-93.3108,44.3247,77.00,33.85,200.00,5.75,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 17:15,-93.3108,44.3247,78.80,31.90,180.00,10.35,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 17:35,-93.3108,44.3247,78.80,31.90,150.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 17:55,-93.3108,44.3247,78.80,29.79,170.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 18:15,-93.3108,44.3247,78.80,29.79,160.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 18:35,-93.3108,44.3247,78.80,29.79,120.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 18:55,-93.3108,44.3247,78.80,29.79,0.00,0.00,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 19:15,-93.3108,44.3247,80.60,28.08,150.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 19:35,-93.3108,44.3247,78.80,29.79,140.00,4.60,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 19:55,-93.3108,44.3247,78.80,29.79,130.00,5.75,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 20:15,-93.3108,44.3247,80.60,30.07,120.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 20:35,-93.3108,44.3247,78.80,29.79,130.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 20:55,-93.3108,44.3247,80.60,28.08,170.00,5.75,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 21:15,-93.3108,44.3247,80.60,28.08,140.00,8.05,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 21:35,-93.3108,44.3247,80.60,28.08,120.00,9.20,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 21:55,-93.3108,44.3247,80.60,28.08,140.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 22:15,-93.3108,44.3247,80.60,26.22,140.00,8.05,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 22:35,-93.3108,44.3247,78.80,29.79,140.00,10.35,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 22:55,-93.3108,44.3247,78.80,29.79,150.00,5.75,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 23:15,-93.3108,44.3247,78.80,29.79,150.00,6.90,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 23:35,-93.3108,44.3247,78.80,31.90,150.00,5.75,M,0.00,10.00,CLR,M,M,M,M,M
FBL,2023-05-22 23:55,-93.3108,44.3247,78.80,29.79,160.00,8.05,M,0.00,10.00,CLR,M,M,M,M,M
